fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_label
-0.8050129704385768,-0.4400501321683127,-0.8274121325004048,-0.10494156442273361,-0.8914004263697337,-0.9479625747098277,-1.022541879623246,-1.695843896257215,-0.07691718808207136,-0.0510647195930164,0.8827941413720289,1
-0.8050129704385768,-0.4943600377790941,-1.3856340400954699,-0.8237284612564537,-0.3605969464759417,1.560940200628389,-0.25719597721690646,-1.247372653437895,0.05351804350171966,-0.4549643572055596,0.8827941413720289,1
-0.06068016370773035,-0.5486699433898755,0.08604189810970174,-0.6799710818897096,-0.14434367688958216,1.0784588976787322,-0.05114131118443045,-0.3664469979000491,-0.40300526704154743,-0.6857641501270122,-0.13101094083110704,0
-1.1485511889297373,0.10304892393950085,-0.6244223479203811,-0.5362137025229656,-0.2229812294664403,0.9819626370888006,-0.34550511980225335,-1.9094016309330422,0.05351804350171966,0.9298344003231587,1.067122338136235,1
-1.2058075586782637,-0.3857402265575313,-0.5229274556303691,-0.6799710818897096,-0.3016187820432984,-0.8514663141198963,-1.0519782604850283,-1.3167789172075863,1.944828901466688,-0.6857641501270122,0.8827941413720289,0
0.7409090127716436,1.8952758090952848,0.03529445196469606,-0.10494156442273361,-0.046046736168509794,1.3679476794485264,2.951369536717363,0.6319354117095729,-0.4682228828334415,-0.7434640983573756,-0.960487826270037,0
-0.4614747519474168,1.216401988960518,-1.3856340400954699,-0.46433501283959366,-0.08536551245693859,-0.9479625747098277,-1.022541879623246,0.0019400944158355993,0.18395327508551068,-0.9742638912788288,-0.6839955311237281,0
2.458600105227444,-0.7659095658330007,1.1009908210098203,-0.03306287473936153,-0.1640030650337967,-0.7549700535299649,-0.7870508327289877,1.3259980494060701,-1.5769223512956667,0.9298344003231587,-0.13101094083110704,1
-1.3203202981753173,-0.11419069850362469,-1.3856340400954699,-0.3205776334728495,-0.47855327534122893,2.3329102853478405,0.21378611657161015,-0.9163581646903513,1.4883055909234209,1.5645338308571552,0.23764545269730483,1
-0.06068016370773035,-0.7659095658330007,0.5427689134147552,-0.7518497715730816,-0.596509604206516,-0.5619775323501021,-0.5221234049729471,-0.27568496066281073,-0.3377876512496534,0.4682348144802528,-0.5918314327416235,0
-1.0340384494326837,-1.0374590938869073,-0.015452994180309907,0.1825731943107544,-0.4195751109085853,-0.7549700535299649,-0.08057769204621273,-1.5356755952503447,-0.6638757302091295,-0.5703642536662856,1.4357787316646484,1
-0.7477566006900502,0.21166873516106302,-1.3856340400954699,-0.3924563231562216,1.9985296308297997,-0.36898501117023924,-0.05114131118443045,0.023295867883382743,-0.0116995722901744,-0.339564460744833,-0.960487826270037,1
-0.2324492729533098,-0.005570887282061923,-0.1676953326153278,-0.3924563231562216,-0.3212781701875129,-0.07949622940044496,1.715041540522507,-0.3824638280007243,-0.27257003545775643,-0.6857641501270122,-0.960487826270037,1
1.8860364077421774,-1.6348680556055022,1.5069703901698674,-0.5362137025229656,-0.28195939389908387,-1.237451356479622,-1.1402874030703751,0.7387142790474864,-1.1203990407523965,0.23743502155879953,-0.49966733435952054,1
-1.9501403654091105,-0.6029798490006568,-1.3856340400954699,-0.3205776334728495,-0.7931034856486611,0.017000031189486453,-0.13945045376977733,-2.763632569636469,2.597005059385643,0.4682348144802528,3.279060699306714,1
-0.1751929032047833,-1.9064175836594088,0.49202146726974916,-1.1831219096733139,-0.7734440975044465,1.9469252429881145,1.832787063969636,-3.5484572445702045,-2.750839435549783,-1.262763632430645,2.080927420339371,1
0.79816538252017,-1.14607890510847,1.3547280517348501,-0.03306287473936153,0.11122836898520644,1.1749551582686635,1.0674411615632966,0.8988825800543568,-0.20735241966586238,0.9298344003231587,-0.7761596295058311,0
